process,temp,supply,control,corner name,gmn (mS),gmp (mS),I_left (mA),I_right (mA),I_tail (mA),nmos_sat_check,pmos_sat_check,tail_sat_check,vn,vp,differential swing,Oscillation Status,freq (GHZ),failed corners
ff,125,1.1,1.0,"ff,125,1.1",9.959889e+00,6.856347e+00,7.330626e-01,7.330626e-01,1.466118e+00,True,True,True,6.892733e-01,6.892733e-01,3.255236,True,2.741724,
ff,125,1.1,1.1,"ff,125,1.1",9.959889e+00,6.856347e+00,7.330626e-01,7.330626e-01,1.466118e+00,True,True,True,6.892733e-01,6.892733e-01,3.320658,True,2.752262,
ff,125,1.1,1.2,"ff,125,1.1",9.959889e+00,6.856347e+00,7.330626e-01,7.330626e-01,1.466118e+00,True,True,True,6.892733e-01,6.892733e-01,3.37481,True,2.758265,
ff,125,1.1,1.3,"ff,125,1.1",9.959889e+00,6.856347e+00,7.330626e-01,7.330626e-01,1.466118e+00,True,True,True,6.892733e-01,6.892733e-01,3.417058,True,2.761056,
ff,125,1.1,1.4,"ff,125,1.1",9.959889e+00,6.856347e+00,7.330626e-01,7.330626e-01,1.466118e+00,True,True,True,6.892733e-01,6.892733e-01,3.452308,True,2.762489,
ff,125,1.1,1.5,"ff,125,1.1",9.959889e+00,6.856347e+00,7.330626e-01,7.330626e-01,1.466118e+00,True,True,True,6.892733e-01,6.892733e-01,3.473416,True,2.763119,
ff,125,1.1,1.6,"ff,125,1.1",9.959889e+00,6.856347e+00,7.330626e-01,7.330626e-01,1.466118e+00,True,True,True,6.892733e-01,6.892733e-01,3.485606,True,2.763718,
ff,125,1.1,1.7,"ff,125,1.1",9.959889e+00,6.856347e+00,7.330626e-01,7.330626e-01,1.466118e+00,True,True,True,6.892733e-01,6.892733e-01,3.493206,True,2.763922,
ff,125,1.1,1.8,"ff,125,1.1",9.959889e+00,6.856347e+00,7.330626e-01,7.330626e-01,1.466118e+00,True,True,True,6.892733e-01,6.892733e-01,3.496814,True,2.763799,
ff,27,0.9,0.0,"ff,27,0.9",1.624916e+01,1.065270e+01,9.591258e-01,9.591258e-01,1.918252e+00,True,True,False,7.548692e-01,7.548692e-01,2.836598,True,2.271804,
ff,27,0.9,0.1,"ff,27,0.9",1.624916e+01,1.065270e+01,9.591258e-01,9.591258e-01,1.918252e+00,True,True,False,7.548692e-01,7.548692e-01,2.820176,True,2.30573,
ff,27,0.9,0.2,"ff,27,0.9",1.624916e+01,1.065270e+01,9.591258e-01,9.591258e-01,1.918252e+00,True,True,False,7.548692e-01,7.548692e-01,2.809354,True,2.344836,
ff,27,0.9,0.3,"ff,27,0.9",1.624916e+01,1.065270e+01,9.591258e-01,9.591258e-01,1.918252e+00,True,True,False,7.548692e-01,7.548692e-01,2.8088,True,2.38831,
ff,27,0.9,0.4,"ff,27,0.9",1.624916e+01,1.065270e+01,9.591258e-01,9.591258e-01,1.918252e+00,True,True,False,7.548692e-01,7.548692e-01,2.819344,True,2.427055,
